"county","state","puma12","stab","cntyname","PUMAname","intptlon","intptlat","pop14","afact","AFACT2"
"06059","06","05901","CA","Orange CA","Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities",-117.670702,33.487547,185677.66583,0.059029,1 
"06059","06","05902","CA","Orange CA","Orange County (South Central)--Mission Viejo & Rancho Santa Margarita (West) Cities",-117.651077,33.610936,110668.66213,0.035183,1 
"06059","06","05903","CA","Orange CA","Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Hills Cities",-117.785352,33.597741,207710.24797,0.066034,1 
"06059","06","05904","CA","Orange CA","Orange County (Central)--Irvine City (Central)",-117.795101,33.680175,209197.19909,0.066506,1 
"06059","06","05905","CA","Orange CA","Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",-117.752891,33.718153,206330.92577,0.065595,1 
"06059","06","05906","CA","Orange CA","Orange County (North)--Yorba Linda, La Habra & Brea Cities",-117.861746,33.907512,184961.88121,0.058802,1 
"06059","06","05907","CA","Orange CA","Orange County (North Central)--Fullerton & Placentia Cities",-117.915671,33.88041,198140.67779,0.062991,1 
"06059","06","05908","CA","Orange CA","Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities",-118.035762,33.827638,185939.94604,0.059113,1 
"06059","06","05909","CA","Orange CA","Orange County (North Central)--Anaheim City (West)",-117.964364,33.820631,152746.34851,0.04856,1 
"06059","06","05910","CA","Orange CA","Orange County (North Central)--Anaheim City (East)",-117.878571,33.836518,199129.19203,0.063306,1 
"06059","06","05911","CA","Orange CA","Orange County (Central)--Orange & Villa Park Cities",-117.826329,33.800809,144122.44998,0.045818,1 
"06059","06","05912","CA","Orange CA","Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities",-117.994759,33.769289,174405.88668,0.055446,1 
"06059","06","05913","CA","Orange CA","Orange County (Northwest)--Garden Grove City (East)",-117.942562,33.777201,167072.49036,0.053115,1 
"06059","06","05914","CA","Orange CA","Orange County (Northwest)--Huntington Beach City",-118.001043,33.695097,198792.72101,0.063199,1 
"06059","06","05915","CA","Orange CA","Orange County (Southeast)--Rancho Santa Margarita City (East) & Ladera Ranch",-117.60593,33.587427,104540.08284,0.033235,1 
"06059","06","05916","CA","Orange CA","Orange County (Central)--Santa Ana City (West)",-117.906686,33.737586,158433.96267,0.050368,1 
"06059","06","05917","CA","Orange CA","Orange County (Central)--Santa Ana City (East)",-117.867399,33.737926,172212.55541,0.054749,1 
"06059","06","05918","CA","Orange CA","Orange County (Central)--Costa Mesa & Fountain Valley Cities",-117.927626,33.673156,185432.10469,0.058951,1 
"06061","06","06101","CA","Placer CA","Placer County (Southwest)--Roseville City",-121.302547,38.76089,132423.56151,0.35627,1 
"06061","06","06102","CA","Placer CA","Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town",-121.261656,38.832634,119973.38278,0.322774,1 
"06061","06","06103","CA","Placer CA","Placer County (East/High Country Region)--Auburn & Colfax Cities",-120.968499,38.949279,119297.05571,0.320955,1 
"06063","06","01500","CA","Plumas CA","Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties",-120.826471,39.983857,18606,1,0.142883 
"06065","06","06501","CA","Riverside CA","Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",-115.993976,33.670352,191710.22148,0.082305,1 
"06065","06","06502","CA","Riverside CA","Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",-116.502457,33.797139,139371.75026,0.059835,1 
"06065","06","06503","CA","Riverside CA","Riverside County (Southwest)--Temecula City",-117.130331,33.507919,135630.47664,0.058229,1 
"06065","06","06504","CA","Riverside CA","Riverside County (Southwest)--Murrieta & Wildomar Cities",-117.19298,33.586827,134920.94309,0.057924,1 
"06065","06","06505","CA","Riverside CA","Riverside County (Southwest)--Menifee, Lake Elsinore & Canyon Lake Cities",-117.265574,33.688586,187130.69833,0.080339,1 
"06065","06","06506","CA","Riverside CA","Riverside County (Southwest)--Hemet City & East Hemet",-117.001241,33.704967,157065.41079,0.067431,1 
"06065","06","06507","CA","Riverside CA","Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities",-116.961076,33.879055,153230.52555,0.065785,1 
"06065","06","06508","CA","Riverside CA","Riverside County (Northwest)--Moreno Valley City",-117.226447,33.923515,193980.30334,0.083279,1 
"06065","06","06509","CA","Riverside CA","Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",-117.266755,33.802403,125377.87637,0.053827,1 
"06065","06","06510","CA","Riverside CA","Riverside County (Northwest)--Riverside City (East)",-117.348088,33.944989,156546.29179,0.067208,1 
"06065","06","06511","CA","Riverside CA","Riverside County (Northwest)--Riverside City (West)",-117.445783,33.93963,175053.73518,0.075154,1 
"06065","06","06512","CA","Riverside CA","Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens",-117.46127,33.866011,106871.49675,0.045882,1 
"06065","06","06513","CA","Riverside CA","Riverside County (West Central)--Corona (Northwest) & Norco Cities",-117.574525,33.881604,154541.08827,0.066347,1 
"06065","06","06514","CA","Riverside CA","Riverside County (Northwest)--Jurupa Valley & Eastvale Cities",-117.503832,33.984619,158152.58214,0.067898,1 
"06065","06","06515","CA","Riverside CA","Riverside County--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",-116.385271,33.787795,159687.60001,0.068557,1 
"06067","06","06701","CA","Sacramento CA","Sacramento County (North Central)--Citrus Heights City",-121.288574,38.690659,109762.56499,0.074062,1 
"06067","06","06702","CA","Sacramento CA","Sacramento County (Central)--Rancho Cordova City",-121.307574,38.577269,115809.5914,0.078143,1 
"06067","06","06703","CA","Sacramento CA","Sacramento County (North Central)--Arden-Arcade, Carmichael & Fair Oaks (West)",-121.330926,38.627987,114244.82278,0.077087,1 
"06067","06","06704","CA","Sacramento CA","Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park",-121.37495,38.651254,125033.1608,0.084366,1 
"06067","06","06705","CA","Sacramento CA","Sacramento County (Northwest)--Sacramento City (Northwest/Natomas)",-121.507661,38.640582,108889.30293,0.073473,1 
"06067","06","06706","CA","Sacramento CA","Sacramento County (North)--Sacramento City (North), Antelope & Rio Linda",-121.414465,38.677325,121833.63724,0.082207,1 
"06067","06","06707","CA","Sacramento CA","Sacramento County (West)--Sacramento City (Central/Downtown & Midtown)",-121.461034,38.56609,118765.72973,0.080137,1 
"06067","06","06708","CA","Sacramento CA","Sacramento County--Sacramento City (Southeast/Fruitridge, Avondale & Depot Park)",-121.435584,38.516488,138988.64066,0.093783,1 
"06067","06","06709","CA","Sacramento CA","Sacramento County--Sacramento City (Southwest/Pocket, Meadowview & North Laguna)",-121.480877,38.48234,143969.15922,0.097143,1 
"06067","06","06710","CA","Sacramento CA","Sacramento County (Central)--Elk Grove City",-121.410207,38.41681,159445.53569,0.107586,1 
"06067","06","06711","CA","Sacramento CA","Sacramento County (South)--Galt, Isleton Cities & Delta Region",-121.333407,38.389821,111247.94615,0.075065,1 
"06067","06","06712","CA","Sacramento CA","Sacramento County (Northeast)--Folsom City, Orangevale & Fair Oaks (East)",-121.171878,38.673524,114035.90841,0.076946,1 
"06069","06","05303","CA","San Benito CA","Monterey (South & East) & San Benito Counties",-121.403883,36.843405,58267,1,0.421702 
"06071","06","07101","CA","San Bernardino CA","San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities",-116.512679,34.528063,144750.8521,0.068517,1 
"06071","06","07102","CA","San Bernardino CA","San Bernardino County (West Central)--Victorville & Adelanto Cities",-117.360316,34.512035,168157.50096,0.079597,1 
"06071","06","07103","CA","San Bernardino CA","San Bernardino County (West Central)--Hesperia City & Apple Valley Town",-117.273777,34.453868,173399.57718,0.082078,1 
"06071","06","07104","CA","San Bernardino CA","San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",-117.266489,34.297778,114510.81952,0.054203,1 
"06071","06","07105","CA","San Bernardino CA","San Bernardino County (Southwest)--Redlands & Yucaipa Cities",-117.122717,34.049334,142627.0327,0.067512,1 
"06071","06","07106","CA","San Bernardino CA","San Bernardino County (Southwest)--Colton, Loma Linda & Grand Terrace Cities",-117.313484,34.056501,106565.70042,0.050442,1 
"06071","06","07107","CA","San Bernardino CA","San Bernardino County (Southwest)--San Bernardino City (East)",-117.232055,34.124811,110331.69103,0.052225,1 
"06071","06","07108","CA","San Bernardino CA","San Bernardino County (Southwest)--San Bernardino City (West)",-117.309815,34.133502,175827.5408,0.083227,1 
"06071","06","07109","CA","San Bernardino CA","San Bernardino County (Southwest)--Rialto City",-117.387384,34.113785,112580.07461,0.053289,1 
"06071","06","07110","CA","San Bernardino CA","San Bernardino County (Southwest)--Fontana City (East)",-117.430674,34.093393,110168.71955,0.052148,1 
"06071","06","07111","CA","San Bernardino CA","San Bernardino County (Southwest)--Rancho Cucamonga City",-117.57298,34.122903,171458.45193,0.081159,1 
"06071","06","07112","CA","San Bernardino CA","San Bernardino County (Southwest)--Upland & Montclair Cities",-117.67376,34.096655,125587.68989,0.059446,1 
"06071","06","07113","CA","San Bernardino CA","San Bernardino County (Southwest)--Ontario City",-117.634814,34.053231,173637.28717,0.082191,1 
"06071","06","07114","CA","San Bernardino CA","San Bernardino County (Southwest)--Chino & Chino Hills Cities",-117.702952,33.994473,161115.47223,0.076263,1 
"06071","06","07115","CA","San Bernardino CA","San Bernardino County (Southwest)--Fontana City (West)",-117.477516,34.095311,121900.58994,0.057701,1 
"06073","06","07301","CA","San Diego CA","San Diego County (Northwest)--Oceanside City & Camp Pendleton",-117.338263,33.235997,200988.04394,0.061588,1 
"06073","06","07302","CA","San Diego CA","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",-116.976136,33.181113,123039.46681,0.037702,1 
"06073","06","07303","CA","San Diego CA","San Diego County (Northwest)--Vista City",-117.238466,33.202609,112780.9942,0.034559,1 
"06073","06","07304","CA","San Diego CA","San Diego County (Northwest)--Carlsbad City",-117.286876,33.133433,120942.4368,0.03706,1 
"06073","06","07305","CA","San Diego CA","San Diego County (Northwest)--San Marcos & Escondido (West) Cities",-117.159943,33.139287,121791.15935,0.03732,1 
"06073","06","07306","CA","San Diego CA","San Diego County (Northwest)--Escondido City (East)",-117.067731,33.127626,144935.45439,0.044412,1 
"06073","06","07307","CA","San Diego CA","San Diego County (Central)--Lakeside, Winter Gardens & Ramona",-116.890764,32.906488,111266.99968,0.034095,1 
"06073","06","07308","CA","San Diego CA","San Diego County (Central)--San Diego (Northeast/Rancho Bernardo) & Poway Cities",-117.064231,32.970479,131509.82333,0.040298,1 
"06073","06","07309","CA","San Diego CA","San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities",-117.197243,33.024296,170425.59748,0.052223,1 
"06073","06","07310","CA","San Diego CA","San Diego County (West)--San Diego City (Southwest/Central Coastal)",-117.232047,32.768861,176232.75752,0.054002,1 
"06073","06","07311","CA","San Diego CA","San Diego County (West Central)--San Diego City (Northwest/Del Mar Mesa)",-117.186202,32.940008,117198.56874,0.035913,1 
"06073","06","07312","CA","San Diego CA","San Diego County (Central)--San Diego City (Central/Mira Mesa & University Heights)",-117.180641,32.886519,115992.43383,0.035543,1 
"06073","06","07313","CA","San Diego CA","San Diego County (Central)--El Cajon & Santee Cities",-116.961172,32.811819,185218.67346,0.056756,1 
"06073","06","07314","CA","San Diego CA","San Diego County (Central)--San Diego (East Central/Navajo) & La Mesa Cities",-117.051348,32.796211,156249.29505,0.047879,1 
"06073","06","07315","CA","San Diego CA","San Diego County (West Central)--San Diego City (Central/Clairemont & Kearny Mesa)",-117.173985,32.802385,159420.67075,0.048851,1 
"06073","06","07316","CA","San Diego CA","San Diego County (South Central)--San Diego City (Central/Centre City & Balboa Park)",-117.145092,32.728095,174565.88751,0.053492,1 
"06073","06","07317","CA","San Diego CA","San Diego County (South Central)--San Diego City (Central/Mid-City)",-117.090985,32.75136,171897.41945,0.052674,1 
"06073","06","07318","CA","San Diego CA","San Diego County (South)--San Diego City (Southeast/Encanto & Skyline)",-117.064672,32.697038,164267.35098,0.050336,1 
"06073","06","07319","CA","San Diego CA","San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley",-116.975604,32.727409,136818.29297,0.041925,1 
"06073","06","07320","CA","San Diego CA","San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East)",-116.99476,32.637091,142669.73418,0.043718,1 
"06073","06","07321","CA","San Diego CA","San Diego County (Southwest)--Chula Vista (West) & National City Cities",-117.077849,32.63904,182978.25678,0.056069,1 
"06073","06","07322","CA","San Diego CA","San Diego County (South)--San Diego City (South/Otay Mesa & South Bay)",-117.065924,32.572773,142241.68281,0.043587,1 
"06075","06","07501","CA","San Francisco CA","San Francisco County (North & West)--Richmond District",-122.460109,37.780429,144968.48123,0.170057,1 
"06075","06","07502","CA","San Francisco CA","San Francisco County (North & East)--North Beach & Chinatown",-122.419705,37.797854,113305.0596,0.132914,1 
"06075","06","07503","CA","San Francisco CA","San Francisco County (Central)--South of Market & Potrero",-122.408102,37.77289,136636.83764,0.160284,1 
"06075","06","07504","CA","San Francisco CA","San Francisco County (Central)--Inner Mission & Castro",-122.428736,37.75656,112895.3587,0.132433,1 
"06075","06","07505","CA","San Francisco CA","San Francisco County (Central)--Sunset District (North)",-122.48111,37.754271,111514.86781,0.130814,1 
"06075","06","07506","CA","San Francisco CA","San Francisco County (South Central)--Sunset District (South)",-122.45923,37.726157,117331.13845,0.137637,1 
"06075","06","07507","CA","San Francisco CA","San Francisco County (South Central)--Bayview & Hunters Point",-122.411882,37.722388,115817.25658,0.135861,1 
"06077","06","07701","CA","San Joaquin CA","San Joaquin County (Central)--Stockton City (North)",-121.321519,38.018575,181625.13591,0.253809,1 
"06077","06","07702","CA","San Joaquin CA","San Joaquin County (Central)--Stockton City (South)",-121.289566,37.947557,158728.94732,0.221813,1 
"06077","06","07703","CA","San Joaquin CA","San Joaquin County (South)--Tracy, Manteca & Lathrop Cities",-121.34872,37.766817,204178.82667,0.285326,1 
"06077","06","07704","CA","San Joaquin CA","San Joaquin County (North)--Lodi, Ripon & Escalon Cities",-121.220646,38.021988,171064.0901,0.239051,1 
"06079","06","07901","CA","San Luis Obispo CA","San Luis Obispo County (West)--Coastal Region",-120.675975,35.221341,168760.9789,0.604698,1 
"06079","06","07902","CA","San Luis Obispo CA","San Luis Obispo County (East)--Inland Region",-120.655339,35.527564,110322.0211,0.395302,1 
"06081","06","08101","CA","San Mateo CA","San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town",-122.474534,37.668737,144965.89963,0.191101,1 
"06081","06","08102","CA","San Mateo CA","San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities",-122.430658,37.648736,123936.41011,0.163379,1 
"06081","06","08103","CA","San Mateo CA","San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities",-122.356172,37.578556,110081.46401,0.145115,1 
"06081","06","08104","CA","San Mateo CA","San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities",-122.326591,37.525013,125334.36382,0.165222,1 
"06081","06","08105","CA","San Mateo CA","San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities",-122.254665,37.494005,134352.43231,0.17711,1 
"06081","06","08106","CA","San Mateo CA","San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town",-122.185351,37.455299,119910.43012,0.158072,1 
"06083","06","08301","CA","Santa Barbara CA","Santa Barbara County (Northwest)--Santa Maria City & Orcutt",-120.434621,34.930594,126490.56858,0.287043,1 
"06083","06","08302","CA","Santa Barbara CA","Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities",-120.374627,34.70676,106608.81602,0.241925,1 
"06083","06","08303","CA","Santa Barbara CA","Santa Barbara County--South Coast Region",-119.741144,34.42706,207568.6154,0.471032,1 
"06085","06","08501","CA","Santa Clara CA","Santa Clara County (Northwest)--Mountain View, Palo Alto & Los Altos Cities",-122.110897,37.401846,207704.04414,0.109629,1 
"06085","06","08502","CA","Santa Clara CA","Santa Clara County (Northwest)--Sunnyvale & San Jose (North) Cities",-122.023773,37.370464,155915.2122,0.082294,1 
"06085","06","08503","CA","Santa Clara CA","Santa Clara County (Northwest)--San Jose (Northwest) & Santa Clara Cities",-121.962054,37.362842,138534.93933,0.073121,1 
"06085","06","08504","CA","Santa Clara CA","Santa Clara County (North Central)--Milpitas & San Jose (Northeast) Cities",-121.885573,37.416158,137167.40195,0.072399,1 
"06085","06","08505","CA","Santa Clara CA","Santa Clara County (North Central)--San Jose City (East Central) & Alum Rock",-121.81858,37.362195,112763.34651,0.059518,1 
"06085","06","08506","CA","Santa Clara CA","Santa Clara County (East)--Gilroy, Morgan Hill & San Jose (South) Cities",-121.610399,37.069287,117294.5104,0.06191,1 
"06085","06","08507","CA","Santa Clara CA","Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town",-122.009416,37.281162,145213.11564,0.076646,1 
"06085","06","08508","CA","Santa Clara CA","Santa Clara County (Central)--San Jose (West Central) & Campbell Cities",-121.973181,37.297381,141881.47131,0.074887,1 
"06085","06","08509","CA","Santa Clara CA","Santa Clara County (Central)--San Jose City (Northwest)",-121.896708,37.334006,129526.84514,0.068366,1 
"06085","06","08510","CA","Santa Clara CA","Santa Clara County (Central)--San Jose City (Central)",-121.8763,37.297733,160004.00009,0.084452,1 
"06085","06","08511","CA","Santa Clara CA","Santa Clara County (Central)--San Jose City (South Central/Branham) & Cambrian Park",-121.876703,37.258677,110830.07827,0.058498,1 
"06085","06","08512","CA","Santa Clara CA","Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley)",-121.838894,37.230421,112081.70463,0.059158,1 
"06085","06","08513","CA","Santa Clara CA","Santa Clara County (Central)--San Jose City (Southeast/Evergreen)",-121.792065,37.288531,115786.60371,0.061114,1 
"06085","06","08514","CA","Santa Clara CA","Santa Clara County (Central)--San Jose City (East Central/East Valley)",-121.838405,37.342396,109901.72669,0.058008,1 
"06087","06","08701","CA","Santa Cruz CA","Santa Cruz County (North)--Watsonville & Scotts Valley Cities",-121.896634,36.99576,147046.31414,0.541001,1 
"06087","06","08702","CA","Santa Cruz CA","Santa Cruz County (South & Coastal)--Santa Cruz City",-121.984128,36.972692,124757.68586,0.458999,1 
"06089","06","08900","CA","Shasta CA","Shasta County--Redding City",-122.299786,40.580269,179804,1,1 
"06091","06","05700","CA","Sierra CA","Nevada & Sierra Counties",-120.414058,39.612589,3003,1,0.029471 
"06093","06","01500","CA","Siskiyou CA","Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties",-122.489927,41.576204,43628,1,0.335038 
"06095","06","09501","CA","Solano CA","Solano County (Southwest)--Vallejo & Benicia Cities",-122.218669,38.105252,151070.66216,0.350405,1 
"06095","06","09502","CA","Solano CA","Solano County (Central)--Fairfield & Suisun City Cities",-122.042983,38.256297,144788.4807,0.335834,1 
"06095","06","09503","CA","Solano CA","Solano County (Northeast)--Vacaville & Dixon Cities",-121.9302,38.358962,135271.85715,0.31376,1 
"06097","06","09701","CA","Sonoma CA","Sonoma County (North)--Windsor Town, Healdsburg & Sonoma Cities",-122.762773,38.467484,185157.81299,0.370099,1 
"06097","06","09702","CA","Sonoma CA","Sonoma County (South)--Petaluma, Rohnert Park & Cotati Cities",-122.659602,38.289656,124228.80287,0.248312,1 
"06097","06","09703","CA","Sonoma CA","Sonoma County (Central)--Santa Rosa City",-122.719553,38.443251,190905.38413,0.381588,1 
"06099","06","09901","CA","Stanislaus CA","Stanislaus County (Southwest)--Ceres, Patterson & Newman Cities",-121.023197,37.547511,117429.54814,0.220733,1 
"06099","06","09902","CA","Stanislaus CA","Stanislaus County (Central)--Modesto City (West)",-121.019333,37.653152,122487.3422,0.230241,1 
"06099","06","09903","CA","Stanislaus CA","Stanislaus County (Northeast)--Turlock, Riverbank, Oakdale & Waterford Cities",-120.866319,37.614009,180056.84804,0.338454,1 
"06099","06","09904","CA","Stanislaus CA","Stanislaus County (Central)--Modesto City (East)",-120.958438,37.665321,112023.26163,0.210571,1 
"06101","06","10100","CA","Sutter CA","Sutter & Yuba Counties--Yuba City",-121.644287,39.135491,95847,1,0.564426 
"06103","06","01100","CA","Tehama CA","Colusa, Glenn, Tehama & Trinity Counties",-122.218755,40.115187,63067,1,0.502081 
"06105","06","01100","CA","Trinity CA","Colusa, Glenn, Tehama & Trinity Counties",-123.072169,40.681269,13170,1,0.104847 
"06107","06","10701","CA","Tulare CA","Tulare County (Northwest)--Visalia City",-119.311288,36.329435,140904.13078,0.307518,1 
"06107","06","10702","CA","Tulare CA","Tulare County (West Central)--Tulare & Porterville Cities",-119.177851,36.136043,154896.3095,0.338055,1 
"06107","06","10703","CA","Tulare CA","Tulare County (Outside Visalia, Tulare & Porterville Cities)",-119.214013,36.293235,162397.55972,0.354426,1 
"06109","06","00300","CA","Tuolumne CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",-120.328508,37.971531,53831,1,0.28879 
"06111","06","11101","CA","Ventura CA","Ventura County (Southeast)--Simi Valley City",-118.741159,34.268396,116372.88236,0.137528,1 
"06111","06","11102","CA","Ventura CA","Ventura County (Southeast)--Thousand Oaks City",-118.86833,34.190208,154241.93732,0.182281,1 
"06111","06","11103","CA","Ventura CA","Ventura County (Southwest)--Oxnard & Port Hueneme Cities",-119.185417,34.187177,200811.02892,0.237315,1 
"06111","06","11104","CA","Ventura CA","Ventura County (Southwest)--San Buenaventura (Ventura) City",-119.221247,34.271495,122686.44705,0.144989,1 
"06111","06","11105","CA","Ventura CA","Ventura County (North)--Santa Paula, Fillmore & Ojai Cities",-119.050801,34.357413,123031.77633,0.145397,1 
"06111","06","11106","CA","Ventura CA","Ventura County (South Central)--Camarillo & Moorpark Cities",-119.007534,34.227264,129033.92801,0.15249,1 
"06113","06","11300","CA","Yolo CA","Yolo County--Davis, Woodland & West Sacramento Cities",-121.72116,38.598913,207590,1,1 
"06115","06","10100","CA","Yuba CA","Sutter & Yuba Counties--Yuba City",-121.506524,39.13883,73966,1,0.435573 
"08001","08","00804","CO","Adams CO","Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties",-104.968221,39.971306,6576.08177,0.01368,0.043531 
"08001","08","00805","CO","Adams CO","Adams (West) & Jefferson (Far Northeast) Counties--Westminster & Northglenn Cities",-105.011637,39.884155,105265.20563,0.218975,0.824145 
"08001","08","00806","CO","Adams CO","Adams County (West Central)--Thornton & Federal Heights Cities",-104.962601,39.89265,147723.98619,0.307298,1 
"08001","08","00807","CO","Adams CO","Adams County (West Central)--Commerce City & Brighton Cities",-104.89434,39.885546,165095.46655,0.343435,1 
"08001","08","00809","CO","Adams CO","Arapahoe (West) & Adams (South Central) Counties--Aurora City (North Central)",-104.818816,39.747325,6049.211455,0.012584,0.049543 
"08001","08","00810","CO","Adams CO","Arapahoe (Northwest) & Adams (Southwest) Counties--Aurora City (Northwest)",-104.857313,39.74852,27350.447687,0.056895,0.22366 
"08001","08","00817","CO","Adams CO","Jefferson County (Northeast)--Arvada City",-105.048606,39.812324,3101.350267,0.006451,0.026322 
"08001","08","00824","CO","Adams CO","DRCOG East Plains--Arapahoe (East) & Adams (East) Counties--Aurora City (Northeast)",-104.587673,39.780021,19556.250456,0.040681,0.177047 
"08003","08","00800","CO","Alamosa CO","Southeast Colorado",-105.877242,37.483069,16177,1,0.164459 
"08005","08","00808","CO","Arapahoe CO","Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities",-104.769808,39.621753,117231.34529,0.189443,1 
"08005","08","00809","CO","Arapahoe CO","Arapahoe (West) & Adams (South Central) Counties--Aurora City (North Central)",-104.802837,39.686136,116049.96594,0.187534,0.950456 
"08005","08","00810","CO","Arapahoe CO","Arapahoe (Northwest) & Adams (Southwest) Counties--Aurora City (Northwest)",-104.851993,39.705312,94935.514697,0.153413,0.77634 
"08005","08","00811","CO","Arapahoe CO","Arapahoe County (Southwest)--Centennial (West & Central) & Greenwood Village Cities",-104.915909,39.595756,119243.58485,0.192695,1 
"08005","08","00815","CO","Arapahoe CO","Denver City (Southeast)",-104.900332,39.682851,28657.104017,0.046309,0.168848 
"08005","08","00820","CO","Arapahoe CO","Arapahoe (West) & Jefferson (East) Counties--Littleton, Englewood Cities & Columbine",-105.005806,39.623269,83893.079697,0.135569,0.752824 
"08005","08","00824","CO","Arapahoe CO","DRCOG East Plains--Arapahoe (East) & Adams (East) Counties--Aurora City (Northeast)",-104.676688,39.651816,58810.405507,0.095036,0.532423 
"08007","08","00900","CO","Archuleta CO","La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties",-107.084999,37.240087,12244,1,0.110094 
"08009","08","00800","CO","Baca CO","Southeast Colorado",-102.527102,37.368221,3645,1,0.037056 
"08011","08","00100","CO","Bent CO","Northeast Colorado--Eastern Plains Region",-103.163063,38.072386,5630,1,0.051367 
"08013","08","00801","CO","Boulder CO","DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties",-105.343126,40.053465,22704.827374,0.072462,0.214507 
"08013","08","00802","CO","Boulder CO","Boulder (Northeast) & Weld (Southwest) Counties--Longmont City & Erie Town",-105.112327,40.154432,115671.76144,0.369165,0.696956 
"08013","08","00803","CO","Boulder CO","Boulder County (Central)--Boulder City",-105.247529,40.018628,121106.24085,0.38651,1 
"08013","08","00804","CO","Boulder CO","Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties",-105.127628,39.972152,53850.170335,0.171862,0.35647 
"08014","08","00804","CO","Broomfield CO","Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties",-105.05692,39.938429,56956.961155,0.91662,0.377036 
"08014","08","00805","CO","Broomfield CO","Adams (West) & Jefferson (Far Northeast) Counties--Westminster & Northglenn Cities",-105.039747,39.919959,5181.038845,0.08338,0.040563 
"08015","08","00600","CO","Chaffee CO","Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties",-106.082783,38.676497,18363,1,0.176341 
"08017","08","00100","CO","Cheyenne CO","Northeast Colorado--Eastern Plains Region",-102.457748,38.816796,1871,1,0.01707 
"08019","08","00801","CO","Clear Creek CO","DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties",-105.529697,39.712958,9187,1,0.086795 
"08021","08","00800","CO","Conejos CO","Southeast Colorado",-105.989023,37.195652,8265,1,0.084024 
"08023","08","00800","CO","Costilla CO","Southeast Colorado",-105.448474,37.281779,3568,1,0.036273 
"08025","08","00100","CO","Crowley CO","Northeast Colorado--Eastern Plains Region",-103.857403,38.188548,5360,1,0.048903 
"08027","08","00600","CO","Custer CO","Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties",-105.381556,38.134216,4361,1,0.041879 
"08029","08","01002","CO","Delta CO","Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties",-107.910477,38.798565,29870,1,0.295091 
"08031","08","00812","CO","Denver CO","Denver City (Northeast)",-104.880402,39.768487,167239.22641,0.251919,1 
"08031","08","00813","CO","Denver CO","Denver City (Northwest)",-105.019672,39.756114,110751.7002,0.166829,1 
"08031","08","00814","CO","Denver CO","Denver City (South Central)",-104.966778,39.707785,112875.49933,0.170028,1 
"08031","08","00815","CO","Denver CO","Denver City (Southeast)",-104.90449,39.688165,141064.50824,0.212491,0.831152 
"08031","08","00816","CO","Denver CO","Denver City (Southwest)",-105.039462,39.679909,131931.06582,0.198733,1 
"08033","08","00900","CO","Dolores CO","La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties",-108.757505,37.740817,1978,1,0.017786 
